Beauhurst company URL,Beauhurst deal URL,Company name,Deal date,Verified investment amount (converted to GBP),Amount raised (converted to GBP)
https://platform.beauhurst.com/company/9zwy43/,https://platform.beauhurst.com/transaction/fundraising/gan2/,Mirics,2010/7/13,822800,8581546.989
https://platform.beauhurst.com/company/tgyan9/,https://platform.beauhurst.com/transaction/fundraising/uj3k/,myThings,2010/11/23,,3787733.998
https://platform.beauhurst.com/company/bpr9e3/,https://platform.beauhurst.com/transaction/fundraising/kjv6/,Ubiquisys,2010/9/22,3195995,3195994.994
https://platform.beauhurst.com/company/bpr9e3/,https://platform.beauhurst.com/transaction/fundraising/hkwm/,Ubiquisys,2010/7/12,6664406,5989157.987
https://platform.beauhurst.com/company/gahm9j/,https://platform.beauhurst.com/transaction/fundraising/n7wc/,Cellnovo,2011/2/4,31933336,30000000
https://platform.beauhurst.com/company/4yz8zv/,https://platform.beauhurst.com/transaction/fundraising/kumh/,OpenCloud,2010/9/8,,5000000
https://platform.beauhurst.com/company/3ggm44/,https://platform.beauhurst.com/transaction/fundraising/xtuc/,my-wardrobe.com,2010/7/5,8308593,5941376.988
https://platform.beauhurst.com/company/ufu3nq/,https://platform.beauhurst.com/transaction/fundraising/7gar/,Careflow,2010/9/22,584957,584956.68
https://platform.beauhurst.com/company/e8excb/,https://platform.beauhurst.com/transaction/fundraising/8zur/,Evolved Intelligence,2010/9/7,,
https://platform.beauhurst.com/company/z2birs/,https://platform.beauhurst.com/transaction/fundraising/wnq6/,Horizon Discovery,2010/9/28,4766793,6250000
https://platform.beauhurst.com/company/buxw4c/,https://platform.beauhurst.com/transaction/fundraising/q8r6/,Kaptivo,2010/10/11,11050127,8174075.001
https://platform.beauhurst.com/company/6jdb7f/,https://platform.beauhurst.com/transaction/fundraising/z85k/,Handmade Mobile,2010/7/15,6039996,5846966.982
https://platform.beauhurst.com/company/u9bqmd/,https://platform.beauhurst.com/transaction/fundraising/i4h8/,AlertMe,2010/10/7,15000000,15000000
https://platform.beauhurst.com/company/xbih4v/,https://platform.beauhurst.com/transaction/fundraising/3nfz/,Impresario Festivals PLC,2010/12/3,,1000000
https://platform.beauhurst.com/company/7yh3sn/,https://platform.beauhurst.com/transaction/fundraising/bmzi/,GroupSpaces,2010/7/1,848005,861090.0979
https://platform.beauhurst.com/company/iaq7kg/,https://platform.beauhurst.com/transaction/fundraising/4ki9/,Novacem,2011/1/26,,1600000
https://platform.beauhurst.com/company/e4igvn/,https://platform.beauhurst.com/transaction/fundraising/2iiw/,Mes Footwork,2010/7/14,,27000
https://platform.beauhurst.com/company/jzaybv/,https://platform.beauhurst.com/transaction/fundraising/md88/,Onyx Group,2010/10/4,300000,250000
https://platform.beauhurst.com/company/t8nku3/,https://platform.beauhurst.com/transaction/fundraising/cdxf/,Bioinnovel,2011/2/7,199981,325000
https://platform.beauhurst.com/company/ph5cpx/,https://platform.beauhurst.com/transaction/fundraising/c5cz/,Applied Graphene Materials,2010/9/13,,100000
https://platform.beauhurst.com/company/xmcvf5/,https://platform.beauhurst.com/transaction/fundraising/4a6v/,Solvert,2011/1/26,,100000
https://platform.beauhurst.com/company/ruetss/,https://platform.beauhurst.com/transaction/fundraising/j3na/,Re Pet,2010/10/29,,1200000
https://platform.beauhurst.com/company/vnwpve/,https://platform.beauhurst.com/transaction/fundraising/a3sw/,SenseLogix,2010/11/21,382712,1000000
https://platform.beauhurst.com/company/zyxijw/,https://platform.beauhurst.com/transaction/fundraising/fi3x/,Molplex,2010/12/24,,
https://platform.beauhurst.com/company/a9fk65/,https://platform.beauhurst.com/transaction/fundraising/vun3/,onefinestay,2011/3/8,2249994,2290159.395
https://platform.beauhurst.com/company/kven5j/,https://platform.beauhurst.com/transaction/fundraising/a5mq/,Microvisk Technologies,2011/1/26,5488080,6000000
https://platform.beauhurst.com/company/mrrcse/,https://platform.beauhurst.com/transaction/fundraising/fyez/,Acunu,2011/2/28,2259995,2216307.595
https://platform.beauhurst.com/company/9s6n6a/,https://platform.beauhurst.com/transaction/fundraising/bywt/,AlexandAlexa,2010/12/1,1500000,1500000
https://platform.beauhurst.com/company/ngmn9p/,https://platform.beauhurst.com/transaction/fundraising/adwb/,Xeros,2010/10/1,2155218,3500000
https://platform.beauhurst.com/company/dschqv/,https://platform.beauhurst.com/transaction/fundraising/5raf/,Vega-Chi,2011/2/16,1745709,2000000
https://platform.beauhurst.com/company/7c3hz9/,https://platform.beauhurst.com/transaction/fundraising/6bab/,UltraSoC,2010/10/22,2049858,2000000
https://platform.beauhurst.com/company/d6ezb7/,https://platform.beauhurst.com/transaction/fundraising/2bbe/,ZPG,2010/12/15,1750000,3250000
https://platform.beauhurst.com/company/j49b5w/,https://platform.beauhurst.com/transaction/fundraising/yzrj/,Swiftkey,2010/10/1,989970,789842.4991
https://platform.beauhurst.com/company/aujx9m/,https://platform.beauhurst.com/transaction/fundraising/cgqj/,PrismaStar,2010/9/27,,2000000
https://platform.beauhurst.com/company/gjv2q7/,https://platform.beauhurst.com/transaction/fundraising/mg9x/,Elonics,2010/9/6,6184562,6100000
https://platform.beauhurst.com/company/n437hg/,https://platform.beauhurst.com/transaction/fundraising/2hra/,CruiseCompare.co.uk,2011/3/11,,96000
https://platform.beauhurst.com/company/apqrhe/,https://platform.beauhurst.com/transaction/fundraising/s8yu/,Just Eat,2011/3/16,,29917823.96
https://platform.beauhurst.com/company/h2xmq4/,https://platform.beauhurst.com/transaction/fundraising/db7s/,Venn Music,2011/3/18,750000,1500000
https://platform.beauhurst.com/company/tn8x5b/,https://platform.beauhurst.com/transaction/fundraising/ur7d/,Intelligent Orthopaedics,2011/3/24,53000,600000
https://platform.beauhurst.com/company/tj8hiq/,https://platform.beauhurst.com/transaction/fundraising/75du/,Simple Audio,2010/7/1,304993,305000
https://platform.beauhurst.com/company/y5inrf/,https://platform.beauhurst.com/transaction/fundraising/95p2/,CIQUAL,2011/2/26,876253,876253.1564
https://platform.beauhurst.com/company/h74jtz/,https://platform.beauhurst.com/transaction/fundraising/qspy/,Sirigen Group,2010/10/19,2925679,3830000
https://platform.beauhurst.com/company/py658g/,https://platform.beauhurst.com/transaction/fundraising/wxty/,Turbo Drinks,2011/4/5,214996,200000
https://platform.beauhurst.com/company/cdtwrh/,https://platform.beauhurst.com/transaction/fundraising/9dis/,Pulse Tidal,2011/4/6,,2000000
https://platform.beauhurst.com/company/uas4xa/,https://platform.beauhurst.com/transaction/fundraising/zix4/,AudioGo,2010/7/13,,
https://platform.beauhurst.com/company/9cwb3p/,https://platform.beauhurst.com/transaction/fundraising/qi8p/,Convergence Pharmaceuticals,2010/10/4,19268195,22355843.36
https://platform.beauhurst.com/company/a2qz24/,https://platform.beauhurst.com/transaction/fundraising/73cn/,MatsSoft,2011/3/18,599989,2650000
https://platform.beauhurst.com/company/86zaxq/,https://platform.beauhurst.com/transaction/fundraising/e6xr/,Magiq,2010/11/15,,2000000
https://platform.beauhurst.com/company/dxcxrs/,https://platform.beauhurst.com/transaction/fundraising/5mns/,Borro,2011/4/4,7499992,7500000
https://platform.beauhurst.com/company/hurd8m/,https://platform.beauhurst.com/transaction/fundraising/2zvk/,Wonga,2011/2/18,47175888,73000000
https://platform.beauhurst.com/company/zmx9xz/,https://platform.beauhurst.com/transaction/fundraising/4gs6/,eConveyancer,2011/1/22,100000,100000
https://platform.beauhurst.com/company/aqm48w/,https://platform.beauhurst.com/transaction/fundraising/cqnu/,Plaxica,2010/8/13,2999992,3000000
https://platform.beauhurst.com/company/ptsbrp/,https://platform.beauhurst.com/transaction/fundraising/4fwh/,Mirriad,2010/9/1,,
https://platform.beauhurst.com/company/3wxmhy/,https://platform.beauhurst.com/transaction/fundraising/5b2g/,Semetric,2010/12/6,750000,750000.1005
https://platform.beauhurst.com/company/5xavyx/,https://platform.beauhurst.com/transaction/fundraising/mnmr/,Zero C,2011/3/1,,
https://platform.beauhurst.com/company/xeta2u/,https://platform.beauhurst.com/transaction/fundraising/y8wn/,Continental Brands,2011/4/8,,
https://platform.beauhurst.com/company/drer8k/,https://platform.beauhurst.com/transaction/fundraising/3dgm/,Factonomy,2011/3/1,320895,320000
https://platform.beauhurst.com/company/vfp8a8/,https://platform.beauhurst.com/transaction/fundraising/fwag/,StylistPick,2011/4/12,5290332,4917487.994
https://platform.beauhurst.com/company/x6n382/,https://platform.beauhurst.com/transaction/fundraising/vsah/,Bookatable,2011/4/4,,6000000
https://platform.beauhurst.com/company/nvqbqa/,https://platform.beauhurst.com/transaction/fundraising/35an/,Revolution Power,2011/6/2,,150000
https://platform.beauhurst.com/company/g8qf4t/,https://platform.beauhurst.com/transaction/fundraising/bjun/,Glamorous Travel,2011/2/11,,100000
https://platform.beauhurst.com/company/2rheur/,https://platform.beauhurst.com/transaction/fundraising/aab4/,Pure Global,2010/10/31,107257,98000
https://platform.beauhurst.com/company/qz9v8e/,https://platform.beauhurst.com/transaction/fundraising/jaap/,Circassia,2011/4/19,72089683,60000000
https://platform.beauhurst.com/company/2yqnaw/,https://platform.beauhurst.com/transaction/fundraising/tyup/,Metaforic,2011/4/4,4949021,5000000
https://platform.beauhurst.com/company/czitkb/,https://platform.beauhurst.com/transaction/fundraising/fuqs/,Diurnal,2010/11/23,769146,770000
https://platform.beauhurst.com/company/swuk8n/,https://platform.beauhurst.com/transaction/fundraising/i7rs/,Chargemaster,2010/12/17,1524476,1500000
https://platform.beauhurst.com/company/aajhtu/,https://platform.beauhurst.com/transaction/fundraising/akrd/,On-Sun Systems,2011/4/21,575150,100000
https://platform.beauhurst.com/company/3fxak2/,https://platform.beauhurst.com/transaction/fundraising/i392/,i-nexus,2011/4/22,879702,2000000
https://platform.beauhurst.com/company/gnvjrk/,https://platform.beauhurst.com/transaction/fundraising/vi56/,Enecsys,2011/5/3,25055011,25000000
https://platform.beauhurst.com/company/rae5nv/,https://platform.beauhurst.com/transaction/fundraising/92jz/,Funding Circle,2011/4/21,2499989,2500000
https://platform.beauhurst.com/company/9x6p7y/,https://platform.beauhurst.com/transaction/fundraising/w3fv/,4energy,2011/5/9,5064447,4500000
https://platform.beauhurst.com/company/vjwnd4/,https://platform.beauhurst.com/transaction/fundraising/7x47/,Blipfoto,2010/12/20,199287,199286.6
https://platform.beauhurst.com/company/gijvez/,https://platform.beauhurst.com/transaction/fundraising/zw73/,Lumora,2011/4/1,1539986,1500000
https://platform.beauhurst.com/company/43h9yk/,https://platform.beauhurst.com/transaction/fundraising/x5zw/,Nujira,2011/5/18,,10000000
https://platform.beauhurst.com/company/pe56ei/,https://platform.beauhurst.com/transaction/fundraising/gedj/,Cognia,2011/6/2,2675008,2000000
https://platform.beauhurst.com/company/ytc52q/,https://platform.beauhurst.com/transaction/fundraising/spij/,Molecular Solar,2011/6/6,,
https://platform.beauhurst.com/company/8534gp/,https://platform.beauhurst.com/transaction/fundraising/ptxe/,Sphinx Medical,2011/6/6,599928,600000
https://platform.beauhurst.com/company/ijm5e9/,https://platform.beauhurst.com/transaction/fundraising/km6e/,Propeller Holdings,2011/6/6,200006,750000
https://platform.beauhurst.com/company/k98tys/,https://platform.beauhurst.com/transaction/fundraising/sv68/,Microdat,2011/6/9,250002,500000
https://platform.beauhurst.com/company/syahcn/,https://platform.beauhurst.com/transaction/fundraising/pqcv/,ACAL Energy,2011/6/14,4167674,6100000
https://platform.beauhurst.com/company/dktk4z/,https://platform.beauhurst.com/transaction/fundraising/kh8v/,Addiply,2011/6/13,,
https://platform.beauhurst.com/company/hvag6v/,https://platform.beauhurst.com/transaction/fundraising/sz8t/,Dene Group,2011/1/6,,795000
https://platform.beauhurst.com/company/wdxkhg/,https://platform.beauhurst.com/transaction/fundraising/88vx/,The Care Division,2011/6/20,,2250000
https://platform.beauhurst.com/company/75vamq/,https://platform.beauhurst.com/transaction/fundraising/9nsj/,Shazam,2011/6/22,,28565681.77
https://platform.beauhurst.com/company/jq5isj/,https://platform.beauhurst.com/transaction/fundraising/qpvw/,Neul,2011/6/29,2534668,7974195.205
https://platform.beauhurst.com/company/k27sv2/,https://platform.beauhurst.com/transaction/fundraising/wf33/,Autology World,2011/6/20,1099906,660000
https://platform.beauhurst.com/company/r78pu5/,https://platform.beauhurst.com/transaction/fundraising/8hwz/,Osprey Publishing,2011/6/17,,
https://platform.beauhurst.com/company/zs2bvj/,https://platform.beauhurst.com/transaction/fundraising/9qmt/,Haemostatix,2011/6/13,250000,250000
https://platform.beauhurst.com/company/mz4wut/,https://platform.beauhurst.com/transaction/fundraising/wg2q/,Avente Medical Products,2011/7/4,,50000
https://platform.beauhurst.com/company/gpzd2r/,https://platform.beauhurst.com/transaction/fundraising/qzwq/,TopCat Research,2011/7/4,,50000
https://platform.beauhurst.com/company/hngq2t/,https://platform.beauhurst.com/transaction/fundraising/8mmf/,Prosonix,2011/6/29,6427966,11400000
https://platform.beauhurst.com/company/4cm7s2/,https://platform.beauhurst.com/transaction/fundraising/em28/,SB Hygiene,2011/7/4,,25000
https://platform.beauhurst.com/company/qxsr2z/,https://platform.beauhurst.com/transaction/fundraising/p2aq/,ResusPod,2011/3/18,,
https://platform.beauhurst.com/company/c6cn3f/,https://platform.beauhurst.com/transaction/fundraising/d6gt/,Audacious,2011/6/30,,100000
https://platform.beauhurst.com/company/aj3gr2/,https://platform.beauhurst.com/transaction/fundraising/k9bb/,WorldStores,2011/7/17,7000137,8500000
https://platform.beauhurst.com/company/yhye6c/,https://platform.beauhurst.com/transaction/fundraising/pkgb/,ACS Building & Maintenance,2011/6/15,,1700000
https://platform.beauhurst.com/company/pxuw6d/,https://platform.beauhurst.com/transaction/fundraising/u9ae/,4i Security,2011/7/18,,320000
https://platform.beauhurst.com/company/evczmi/,https://platform.beauhurst.com/transaction/fundraising/dua8/,Stanmore Implants,2011/7/20,4000000,4000000
https://platform.beauhurst.com/company/cse7pn/,https://platform.beauhurst.com/transaction/fundraising/subf/,Binx Health,2011/7/18,9261469,16900000
https://platform.beauhurst.com/company/7xjfic/,https://platform.beauhurst.com/transaction/fundraising/g7gf/,Bubble & Balm,2011/7/20,75000,75000
https://platform.beauhurst.com/company/sxrqwc/,https://platform.beauhurst.com/transaction/fundraising/h59j/,Applied Superconductor,2011/7/20,3649991,3600000
https://platform.beauhurst.com/company/8zvkz6/,https://platform.beauhurst.com/transaction/fundraising/px53/,Amantys,2011/7/22,3999997,4292911.009
https://platform.beauhurst.com/company/67ktfd/,https://platform.beauhurst.com/transaction/fundraising/gd5i/,Redkite,2011/7/20,1219174,1219174
https://platform.beauhurst.com/company/hvag6v/,https://platform.beauhurst.com/transaction/fundraising/r5f4/,Dene Group,2011/7/27,,140000
https://platform.beauhurst.com/company/v95e5s/,https://platform.beauhurst.com/transaction/fundraising/ysjg/,NGenTec,2010/12/6,2100049,2000000
https://platform.beauhurst.com/company/3443eu/,https://platform.beauhurst.com/transaction/fundraising/43zk/,Scour Prevention Systems,2011/8/2,250000,350000
https://platform.beauhurst.com/company/dy7afu/,https://platform.beauhurst.com/transaction/fundraising/47yy/,Acacia Pharma,2011/3/31,3907499,6226329.984
https://platform.beauhurst.com/company/k485wv/,https://platform.beauhurst.com/transaction/fundraising/mky5/,NewVoiceMedia,2011/7/27,2471747,2500000
https://platform.beauhurst.com/company/y3cthb/,https://platform.beauhurst.com/transaction/fundraising/vhtk/,Future Medical Technologies,2011/8/4,,50000
https://platform.beauhurst.com/company/z6a5s8/,https://platform.beauhurst.com/transaction/fundraising/fvd5/,4th Aspect,2011/8/1,,100000
https://platform.beauhurst.com/company/dc8g98/,https://platform.beauhurst.com/transaction/fundraising/ie6n/,IOTA NanoSolutions,2011/6/27,,
https://platform.beauhurst.com/company/srxjz3/,https://platform.beauhurst.com/transaction/fundraising/fpxn/,LOOKK,2011/8/6,177861,177861.1575
https://platform.beauhurst.com/company/w2u25f/,https://platform.beauhurst.com/transaction/fundraising/3ecr/,WRG,2011/8/15,,12000000
https://platform.beauhurst.com/company/2k3tjm/,https://platform.beauhurst.com/transaction/fundraising/t884/,RPS,2011/6/23,,100000
https://platform.beauhurst.com/company/pdwuhh/,https://platform.beauhurst.com/transaction/fundraising/hmn3/,AssayMetrics,2011/8/9,,
https://platform.beauhurst.com/company/a7mvbz/,https://platform.beauhurst.com/transaction/fundraising/ucvi/,Power Vision,2011/8/18,,500000
https://platform.beauhurst.com/company/irtexa/,https://platform.beauhurst.com/transaction/fundraising/kgnj/,Bluebell Telecom,2010/10/1,,3950000
https://platform.beauhurst.com/company/emfq9f/,https://platform.beauhurst.com/transaction/fundraising/s4ee/,WhatUsersDo,2011/6/29,179988,180000
https://platform.beauhurst.com/company/xwzqaj/,https://platform.beauhurst.com/transaction/fundraising/dnmq/,Community Pharmacies (UK),2011/9/6,230684,230684.25
https://platform.beauhurst.com/company/yffiu6/,https://platform.beauhurst.com/transaction/fundraising/ke2t/,Abzena,2011/9/6,3663563,2150000
https://platform.beauhurst.com/company/w5xm2c/,https://platform.beauhurst.com/transaction/fundraising/qxg8/,Olly The Little White Van,2011/9/7,399926,1000000
https://platform.beauhurst.com/company/ynjuia/,https://platform.beauhurst.com/transaction/fundraising/wsb8/,Respond,2011/8/30,66999,66999.33
https://platform.beauhurst.com/company/f8gdaw/,https://platform.beauhurst.com/transaction/fundraising/edub/,Taptu,2011/9/8,1366284,2177305.532
https://platform.beauhurst.com/company/un9rw3/,https://platform.beauhurst.com/transaction/fundraising/8dge/,All2gethr Industries,2011/9/12,,
https://platform.beauhurst.com/company/b6w5ay/,https://platform.beauhurst.com/transaction/fundraising/qaat/,Ardenham Energy,2011/9/12,1725000,2000000
https://platform.beauhurst.com/company/pukyxq/,https://platform.beauhurst.com/transaction/fundraising/e5bq/,Evgen,2011/9/13,1175044,1175043.92
https://platform.beauhurst.com/company/cav6ab/,https://platform.beauhurst.com/transaction/fundraising/qk57/,AccuNostics,2011/9/8,1249166,4000000
https://platform.beauhurst.com/company/z2birs/,https://platform.beauhurst.com/transaction/fundraising/w997/,Horizon Discovery,2011/9/15,14000127,11300000
https://platform.beauhurst.com/company/tkjx8p/,https://platform.beauhurst.com/transaction/fundraising/8759/,Infinite Energy,2011/9/8,,1500000
https://platform.beauhurst.com/company/vr49tu/,https://platform.beauhurst.com/transaction/fundraising/z29x/,Next Generation Data,2011/5/10,2734578,5000000
https://platform.beauhurst.com/company/aqm48w/,https://platform.beauhurst.com/transaction/fundraising/aufg/,Plaxica,2011/9/26,4999995,5000000
https://platform.beauhurst.com/company/fc5a88/,https://platform.beauhurst.com/transaction/fundraising/t7km/,Love Your Larder,2011/9/27,,100000
https://platform.beauhurst.com/company/ji6uym/,https://platform.beauhurst.com/transaction/fundraising/39jc/,Aquamarine Power,2011/9/27,7000001,7000000
https://platform.beauhurst.com/company/9nrwwa/,https://platform.beauhurst.com/transaction/fundraising/bkkc/,Weight Wins,2011/9/27,,
https://platform.beauhurst.com/company/dimr52/,https://platform.beauhurst.com/transaction/fundraising/i9fh/,PrivateFly,2011/9/28,2445784,2000000
https://platform.beauhurst.com/company/s6x2ap/,https://platform.beauhurst.com/transaction/fundraising/j6hn/,Exco InTouch,2011/9/29,2668741,3000000
https://platform.beauhurst.com/company/guhkt5/,https://platform.beauhurst.com/transaction/fundraising/3ihp/,AirSense Wireless,2011/9/29,1615500,1600000
https://platform.beauhurst.com/company/9qxiah/,https://platform.beauhurst.com/transaction/fundraising/iik4/,Clarizon,2011/10/3,330033,615000
https://platform.beauhurst.com/company/rvn8iu/,https://platform.beauhurst.com/transaction/fundraising/vdys/,Phagenesis,2011/10/4,2216746,6035911.24
https://platform.beauhurst.com/company/i4vi2i/,https://platform.beauhurst.com/transaction/fundraising/v5z2/,Touch Bionics,2011/10/3,2500005,2500000
https://platform.beauhurst.com/company/s3qjpr/,https://platform.beauhurst.com/transaction/fundraising/aj42/,Personal Development Bureau,2011/10/8,49000,25000
https://platform.beauhurst.com/company/5zkrx6/,https://platform.beauhurst.com/transaction/fundraising/t57u/,Six Degrees Group,2011/10/10,,60000000
https://platform.beauhurst.com/company/n8jt8h/,https://platform.beauhurst.com/transaction/fundraising/crpy/,Tantalum,2011/10/17,9287356,10000000
https://platform.beauhurst.com/company/rf7ix4/,https://platform.beauhurst.com/transaction/fundraising/64is/,Saffron Digital,2011/2/7,,
https://platform.beauhurst.com/company/g9mx7m/,https://platform.beauhurst.com/transaction/fundraising/mpt6/,Jagex,2011/2/8,,
https://platform.beauhurst.com/company/mnsy2u/,https://platform.beauhurst.com/transaction/fundraising/5ep6/,RocketPlay,2011/3/18,1234870,1543587.503
https://platform.beauhurst.com/company/4j76rm/,https://platform.beauhurst.com/transaction/fundraising/2txm/,TagMan,2011/10/20,,3170150.01
https://platform.beauhurst.com/company/4j76rm/,https://platform.beauhurst.com/transaction/fundraising/5g64/,TagMan,2011/1/2,,1477391.197
https://platform.beauhurst.com/company/sp9xea/,https://platform.beauhurst.com/transaction/fundraising/jpv2/,Thinkgrid,2011/10/27,857247,857247.0475
https://platform.beauhurst.com/company/72y37y/,https://platform.beauhurst.com/transaction/fundraising/i83k/,Hangar Seven,2011/10/19,249995,1000000
https://platform.beauhurst.com/company/87cv4q/,https://platform.beauhurst.com/transaction/fundraising/fnsk/,Metertech,2011/2/1,1360625,1360625
https://platform.beauhurst.com/company/uzxq4a/,https://platform.beauhurst.com/transaction/fundraising/jrss/,Be At One,2011/11/2,1148712,8000000
https://platform.beauhurst.com/company/txfkeq/,https://platform.beauhurst.com/transaction/fundraising/jzwr/,Itaconix,2011/4/4,5832194,5800000
https://platform.beauhurst.com/company/xp3vdu/,https://platform.beauhurst.com/transaction/fundraising/bq24/,Onco-NX,2011/11/9,,50000
https://platform.beauhurst.com/company/r3mt7w/,https://platform.beauhurst.com/transaction/fundraising/3hw4/,Kanichi,2011/11/9,,50000
https://platform.beauhurst.com/company/5jua7x/,https://platform.beauhurst.com/transaction/fundraising/jvmg/,Skimlinks,2011/11/11,350193,2812882.499
https://platform.beauhurst.com/company/idcygn/,https://platform.beauhurst.com/transaction/fundraising/bteh/,Concorde Solutions,2011/11/16,1000000,1000000
https://platform.beauhurst.com/company/9fdnnd/,https://platform.beauhurst.com/transaction/fundraising/c6u4/,MedaPhor,2011/11/17,,
https://platform.beauhurst.com/company/y8f9cn/,https://platform.beauhurst.com/transaction/fundraising/4ign/,Albert Medical Devices,2011/11/16,200000,210000
https://platform.beauhurst.com/company/trvd4i/,https://platform.beauhurst.com/transaction/fundraising/riur/,Veryan Medical,2011/10/26,4705000,5000000
https://platform.beauhurst.com/company/3xbqd7/,https://platform.beauhurst.com/transaction/fundraising/y7gh/,Unifyo,2011/11/18,,
https://platform.beauhurst.com/company/2w7wkw/,https://platform.beauhurst.com/transaction/fundraising/2kgg/,Larosco,2011/11/20,245084,245084
https://platform.beauhurst.com/company/c8muua/,https://platform.beauhurst.com/transaction/fundraising/y5q6/,Taskmaestro,2011/3/24,500726,500000
https://platform.beauhurst.com/company/er3r3g/,https://platform.beauhurst.com/transaction/fundraising/559k/,Daly Golf,2011/11/28,,
https://platform.beauhurst.com/company/992ymq/,https://platform.beauhurst.com/transaction/fundraising/ryr2/,NuCana,2011/11/29,6939444,6659016.012
https://platform.beauhurst.com/company/4wcpfv/,https://platform.beauhurst.com/transaction/fundraising/yd5d/,Kirona,2011/11/1,,
https://platform.beauhurst.com/company/ast2mt/,https://platform.beauhurst.com/transaction/fundraising/6xr5/,Aveillant,2011/10/25,,
https://platform.beauhurst.com/company/hxwvv2/,https://platform.beauhurst.com/transaction/fundraising/4sq5/,PowerOasis,2011/11/28,4399952,4500000
https://platform.beauhurst.com/company/j49b5w/,https://platform.beauhurst.com/transaction/fundraising/hykv/,Swiftkey,2011/12/7,1498798,1532224.804
https://platform.beauhurst.com/company/mgpi3s/,https://platform.beauhurst.com/transaction/fundraising/dajv/,Cherrygood,2011/12/8,572960,882000
https://platform.beauhurst.com/company/dpvqvj/,https://platform.beauhurst.com/transaction/fundraising/safq/,Historic Futures,2011/12/8,2807467,2600000
https://platform.beauhurst.com/company/vtdbps/,https://platform.beauhurst.com/transaction/fundraising/hsfe/,ip.access,2011/12/12,8264286,9614519.987
https://platform.beauhurst.com/company/7nnjpg/,https://platform.beauhurst.com/transaction/fundraising/sxkb/,DiGiCo,2011/12/13,,50000000
https://platform.beauhurst.com/company/8aihf6/,https://platform.beauhurst.com/transaction/fundraising/gsjb/,Treatwell,2011/10/17,3500012,3500000
https://platform.beauhurst.com/company/a8zj3k/,https://platform.beauhurst.com/transaction/fundraising/udh8/,Reinnervate,2011/12/12,3458859,3458859.32
https://platform.beauhurst.com/company/ci3pm9/,https://platform.beauhurst.com/transaction/fundraising/giyw/,Edge Forecast Software,2011/12/19,,15000
https://platform.beauhurst.com/company/9watui/,https://platform.beauhurst.com/transaction/fundraising/h979/,InterRisk Solutions,2011/12/22,18678,18677.6
https://platform.beauhurst.com/company/wz2v3n/,https://platform.beauhurst.com/transaction/fundraising/dky9/,Sterecycle,2011/12/22,,5100000
https://platform.beauhurst.com/company/us4363/,https://platform.beauhurst.com/transaction/fundraising/g9z3/,AppShare,2011/12/22,518047,500000
https://platform.beauhurst.com/company/49eu67/,https://platform.beauhurst.com/transaction/fundraising/puzi/,Unruly,2012/1/4,11000001,16016425.01
https://platform.beauhurst.com/company/2ft63m/,https://platform.beauhurst.com/transaction/fundraising/u7y7/,Midatech,2012/1/5,4217403,6300000
https://platform.beauhurst.com/company/3epmmr/,https://platform.beauhurst.com/transaction/fundraising/qqdx/,Ai2,2012/1/5,1750790,1750000
https://platform.beauhurst.com/company/xjqhmz/,https://platform.beauhurst.com/transaction/fundraising/egpa/,GlySure,2012/1/9,131112,7000000
https://platform.beauhurst.com/company/vyk53k/,https://platform.beauhurst.com/transaction/fundraising/7vp3/,Last Second Tickets,2012/1/6,469192,469192
https://platform.beauhurst.com/company/828z6d/,https://platform.beauhurst.com/transaction/fundraising/w88z/,Real Visual,2011/12/14,,
https://platform.beauhurst.com/company/b3bwmi/,https://platform.beauhurst.com/transaction/fundraising/8ecq/,FarFetch,2012/1/17,,11717334
https://platform.beauhurst.com/company/drer8k/,https://platform.beauhurst.com/transaction/fundraising/2d3i/,Factonomy,2012/1/16,632127,576000
https://platform.beauhurst.com/company/2jc5q5/,https://platform.beauhurst.com/transaction/fundraising/5xv9/,Regenerys,2012/1/20,,
https://platform.beauhurst.com/company/2jc5q5/,https://platform.beauhurst.com/transaction/fundraising/msn9/,Regenerys,2011/12/22,747499,747498.57
https://platform.beauhurst.com/company/gmtdz4/,https://platform.beauhurst.com/transaction/fundraising/yx33/,Fantasy Shopper,2012/1/23,190642,2119200.603
https://platform.beauhurst.com/company/3ywhje/,https://platform.beauhurst.com/transaction/fundraising/65sj/,Level Business,2011/11/15,700001,1000000
https://platform.beauhurst.com/company/at8hw5/,https://platform.beauhurst.com/transaction/fundraising/67w8/,Interactive Investor,2011/2/14,6372465,6372465
https://platform.beauhurst.com/company/khqyh2/,https://platform.beauhurst.com/transaction/fundraising/5kwe/,Brainient,2010/9/28,445008,505809.5994
https://platform.beauhurst.com/company/khqyh2/,https://platform.beauhurst.com/transaction/fundraising/m92e/,Brainient,2012/1/16,1100046,1175049.002
https://platform.beauhurst.com/company/q8krzv/,https://platform.beauhurst.com/transaction/fundraising/232z/,CN Creative Group,2012/1/25,2000900,2000000
https://platform.beauhurst.com/company/8gn39y/,https://platform.beauhurst.com/transaction/fundraising/63mt/,Netmania IT,2012/1/16,399562,399562.24
https://platform.beauhurst.com/company/ic7izc/,https://platform.beauhurst.com/transaction/fundraising/46et/,Love Home Swap,2012/1/21,,850000
https://platform.beauhurst.com/company/nx8t5f/,https://platform.beauhurst.com/transaction/fundraising/miev/,Bactest,2012/1/26,953760,900000
